# Constructed from biom file
#OTU ID	Aus.K9.1	Aus.K9.6	Aus.K9.7	Aus.K9.8	Aus.K9.9	Aus.K9.11	Aus.K9.12	Aus.K9.14	Aus.K9.15	Aus.K9.17	Aus.K9.18	Aus.K9.21	Aus.K9.22	Aus.K9.23	Aus.K9.24	Aus.K9.25	Aus.K9.26	Aus.K9.27	Aus.K9.28	Aus.K9.29	Aus.K9.30	Aus.K9.31	Aus.K9.32	Aus.K9.35	Aus.K9.36	Aus.K9.38	Aus.K9.39	Aus.K9.40	Aus.K9.42	Aus.K9.43	Aus.K9.46	Aus.K9.47	Aus.K9.50	Aus.K9.52	Aus.K9.53	Aus.K9.56	Aus.K9.58	Aus.K9.60	Aus.K9.61	Aus.K9.63	Aus.K9.65	Aus.K9.66	Aus.K9.68	Aus.K9.69	Aus.K9.70	Aus.K9.71	Aus.K9.72	Aus.K9.73	Aus.K9.74	Aus.K9.75	Aus.K9.76	Aus.K9.77	Aus.K9.78	Aus.K9.79	Aus.K9.80	Aus.K9.82	Aus.K9.83	Aus.K9.85	Aus.K9.87	Aus.K9.88	Aus.K9.89	Aus.K9.90	Aus.K9.92	Aus.K9.93	Aus.K9.94	Aus.K9.97	Aus.K9.99	Aus.K9.100	Aus.K9.101	Aus.K9.104	Aus.K9.105	Aus.K9.106	Aus.K9.107	Aus.K9.109	Aus.K9.110	Aus.K9.113	Aus.K9.114	Aus.K9.115	Aus.K9.116	Aus.K9.117	Aus.K9.118	Aus.K9.119	Aus.K9.120	Aus.K9.121	Aus.K9.122	Aus.K9.123	Aus.K9.124	Aus.K9.125	Aus.K9.126	Aus.K9.128	Aus.K9.129	Aus.K9.131	Aus.K9.132	Aus.K9.133	Aus.K9.134	Aus.K9.135	Aus.K9.138	Aus.K9.139	Aus.K9.140	Aus.K9.141	Aus.K9.143	Aus.K9.145	Aus.K9.147	Aus.K9.148	Aus.K9.149	Aus.K9.150	Aus.K9.151	Aus.K9.152	Aus.K9.153	Aus.K9.154	Aus.K9.155	Aus.K9.157	Aus.K9.158	Aus.K9.159	Aus.K9.160	Aus.K9.161	Aus.K9.163	Aus.K9.165	Aus.K9.166	Aus.K9.167	Aus.K9.169	Aus.K9.170	Aus.K9.171	Aus.K9.172	Aus.K9.173	Aus.K9.174	Aus.K9.176	Aus.K9.177	Aus.K9.178	Aus.K9.179	Aus.K9.180	Aus.K9.181	Aus.K9.183	Aus.K9.184	Aus.K9.186	Aus.K9.187	Aus.K9.188	Aus.K9.190	Aus.K9.191	Aus.K9.193	Aus.K9.194	Aus.K9.195	Aus.K9.196	Aus.K9.197	Aus.K9.198	Aus.K9.199	Aus.K9.200	Aus.K9.201	Aus.K9.202	Aus.K9.203	Aus.K9.204	Aus.K9.205	Aus.K9.206	Aus.K9.207	Aus.K9.208	Aus.K9.209	Aus.K9.210	Aus.K9.211	Aus.K9.215	Aus.K9.216	Aus.K9.217	Aus.K9.218	Aus.K9.222	Aus.K9.223	Aus.K9.224	Aus.K9.225	Aus.K9.226	Aus.K9.228	Aus.K9.230	Aus.K9.231	Aus.K9.233	Aus.K9.235	Aus.K9.236	Aus.K9.237	Aus.K9.239	Aus.K9.240	Aus.K9.241
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus Nitrososphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016142050040355126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.00024213075060532688	0.0	0.0	8.071025020177563e-05	8.071025020177563e-05	0.00016142050040355126	0.0	0.0003228410008071025	0.00016142050040355126	8.071025020177563e-05	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	8.071025020177563e-05	8.071025020177563e-05	0.00048426150121065375	8.071025020177563e-05	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	8.071025020177563e-05	0.0	8.071025020177563e-05	8.071025020177563e-05	8.071025020177563e-05	8.071025020177563e-05	8.071025020177563e-05	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0003228410008071025	0.0	8.071025020177563e-05	8.071025020177563e-05	8.071025020177563e-05	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	8.071025020177563e-05	0.0009685230024213075	0.0	0.0003228410008071025	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.00016142050040355126	0.0	0.0018563357546408394	8.071025020177563e-05	0.0	0.00024213075060532688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.00024213075060532688	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.00016142050040355126	0.00016142050040355126	0.0	0.0	0.0	0.0008071025020177563	0.0	0.0	0.0	0.0	0.0	0.00024213075060532688	0.002098466505246166	0.0	0.0	0.0011299435028248588	0.0	8.071025020177563e-05	0.001694915254237288	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024213075060532688	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.00016142050040355126	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other;Other;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3;c__JG37-AG-4;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016142050040355126	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00016142050040355126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	8.071025020177563e-05	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016142050040355126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00016142050040355126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.00016142050040355126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.071025020177563e-05	0.0	0.0	0.0	0.0
